[2022/03/02 22:50:17] - Namespace(alpha=1.0, argument='cutmix', attack='l_inf', batch_size=128, data_dir='../data', dataset='cifar10', epochs=200, epsilon=0.03137254901960784, gpu=0, log_dir='vanilla', lr=0.1, m=4, maxup=True, model='PreActResNet18', num_workers=2, pgd_iter=10, pgd_step=0.00784313725490196, restarts=1, seed=202201, train='attack', use_all=False)
[2022/03/01 00:11:12] - Epoch 	 Train Time 	 Test Time 	 LR 	 	 Train Loss 	 Train Acc 	 Train Robust Loss 	 Train Robust Acc 	 Test Loss 	 Test Acc 	 Test Robust Loss 	 Test Robust Acc
[2022/03/02 09:33:23] - 65 	 1420.5 	 	 102.7 	 	 0.1000 	 0.5270 	 0.5349 	 2.2471 	 	 0.3326 	 	 1.7023 	 0.6589 	 1.9019 	 	 0.4714
[2022/03/02 09:58:46] - 66 	 1420.2 	 	 102.8 	 	 0.1000 	 0.5268 	 0.5366 	 2.2475 	 	 0.3325 	 	 1.7011 	 0.6157 	 1.8936 	 	 0.4483
[2022/03/02 10:24:07] - 67 	 1418.4 	 	 102.5 	 	 0.1000 	 0.5269 	 0.5356 	 2.2476 	 	 0.3335 	 	 1.7216 	 0.5883 	 1.9118 	 	 0.4366
[2022/03/02 10:49:28] - 68 	 1418.8 	 	 102.6 	 	 0.1000 	 0.5269 	 0.5362 	 2.2476 	 	 0.3315 	 	 1.7163 	 0.5757 	 1.9087 	 	 0.4200
[2022/03/02 11:14:52] - 69 	 1421.0 	 	 103.0 	 	 0.1000 	 0.5269 	 0.5388 	 2.2472 	 	 0.3350 	 	 1.7261 	 0.6051 	 1.9200 	 	 0.4440
[2022/03/02 11:40:14] - 70 	 1419.5 	 	 102.4 	 	 0.1000 	 0.5262 	 0.5377 	 2.2460 	 	 0.3335 	 	 1.7196 	 0.6378 	 1.9102 	 	 0.4641
[2022/03/02 12:05:35] - 71 	 1418.4 	 	 102.6 	 	 0.1000 	 0.5264 	 0.5394 	 2.2465 	 	 0.3349 	 	 1.7149 	 0.6289 	 1.9049 	 	 0.4570
[2022/03/02 12:30:54] - 72 	 1416.4 	 	 102.4 	 	 0.1000 	 0.5264 	 0.5359 	 2.2468 	 	 0.3330 	 	 1.6637 	 0.6468 	 1.8734 	 	 0.4660
[2022/03/02 12:56:11] - 73 	 1415.4 	 	 102.3 	 	 0.1000 	 0.5259 	 0.5391 	 2.2460 	 	 0.3350 	 	 1.6925 	 0.6161 	 1.8931 	 	 0.4463
[2022/03/02 13:21:33] - 74 	 1418.4 	 	 102.8 	 	 0.1000 	 0.5259 	 0.5402 	 2.2455 	 	 0.3340 	 	 1.6511 	 0.6409 	 1.8727 	 	 0.4571
[2022/03/02 13:46:55] - 75 	 1419.3 	 	 102.8 	 	 0.1000 	 0.5258 	 0.5397 	 2.2454 	 	 0.3346 	 	 1.6689 	 0.5957 	 1.8751 	 	 0.4319
[2022/03/02 14:12:18] - 76 	 1420.9 	 	 102.7 	 	 0.1000 	 0.5259 	 0.5403 	 2.2451 	 	 0.3366 	 	 1.6669 	 0.6340 	 1.8801 	 	 0.4474
[2022/03/02 14:37:42] - 77 	 1420.8 	 	 103.0 	 	 0.1000 	 0.5255 	 0.5422 	 2.2453 	 	 0.3369 	 	 1.7021 	 0.6274 	 1.8969 	 	 0.4531
[2022/03/02 15:03:09] - 78 	 1424.2 	 	 102.9 	 	 0.1000 	 0.5254 	 0.5429 	 2.2449 	 	 0.3368 	 	 1.7103 	 0.6275 	 1.9092 	 	 0.4583
[2022/03/02 15:28:35] - 79 	 1422.5 	 	 103.1 	 	 0.1000 	 0.5255 	 0.5430 	 2.2449 	 	 0.3362 	 	 1.6616 	 0.6572 	 1.8815 	 	 0.4611
[2022/03/02 15:54:05] - 80 	 1427.0 	 	 103.7 	 	 0.1000 	 0.5250 	 0.5418 	 2.2443 	 	 0.3360 	 	 1.6736 	 0.6437 	 1.8794 	 	 0.4626
